age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,income,region,net_capital,has_capital_activity,employment_type
62,Private,312818,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,1902,1,>50K,US & Canada,-1902,1,Part_time
42,Local Government,270147,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Private,97279,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
31,Private,247328,5th to 6th Grade,Never Married,Transport / Moving,Not-in-family,White,Male,0,0,30,<=50K,Latin America & Caribbean,0,0,Part_time
48,Self-Employed (Not Incorporated),31267,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,3411,0,70,<=50K,US & Canada,3411,1,Overtime
32,Private,220066,College,Never Married,Sales,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
19,Self-Employed (Not Incorporated),159269,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,53,<=50K,Europe & Central Asia,0,0,Overtime
47,Private,155107,High School Graduate,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
24,Local Government,354351,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
18,Private,129053,11th Grade,Never Married,Other Service,Own-child,White,Male,0,0,28,<=50K,US & Canada,0,0,Part_time
58,Private,255822,7th to 8th Grade,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,192323,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
31,Private,176244,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
23,Private,223019,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Private,243243,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,77,<=50K,US & Canada,0,0,Overtime
22,State Government,194630,College,Never Married,Professional Specialty,Own-child,White,Male,0,0,10,<=50K,US & Canada,0,0,Part_time
51,Self-Employed (Incorporated),98980,High School Graduate,"Married, Spouse Absent",Executive / Managerial,Not-in-family,White,Male,0,0,99,>50K,US & Canada,0,0,Overtime
39,Private,223792,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,72,<=50K,US & Canada,0,0,Overtime
31,Private,415706,10th Grade,Separated,Other Service,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Local Government,68781,College,Married (Civilian Spouse),Protective Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
68,Self-Employed (Incorporated),113718,11th Grade,Married (Civilian Spouse),Sales,Married,White,Male,0,1258,40,<=50K,US & Canada,-1258,1,Full_time
37,Local Government,152587,College,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,State Government,120268,College,Married (Civilian Spouse),Craft / Repair,Own-child,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
55,Local Government,193895,High School Graduate,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,38,<=50K,US & Canada,0,0,Full_time
32,Private,239662,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,Black,Male,0,1579,36,<=50K,US & Canada,-1579,1,Full_time
51,Local Government,201040,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,Latin America & Caribbean,0,0,Full_time
36,State Government,25806,Doctorate/PhD,Married (Civilian Spouse),Professional Specialty,Married,Asian-Pac-Islander,Male,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
46,Private,130667,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
55,Private,141807,Doctorate/PhD,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
51,State Government,108037,Doctorate/PhD,Divorced,Executive / Managerial,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Local Government,129311,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Private,149218,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,65,<=50K,US & Canada,0,0,Overtime
42,Private,337276,College,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
48,Local Government,24366,Associate's Degree (Vocational),Married (Civilian Spouse),Protective Service,Married,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
61,,149855,7th to 8th Grade,Married (Civilian Spouse),,Married,White,Male,0,2057,70,<=50K,US & Canada,-2057,1,Overtime
35,Self-Employed (Incorporated),49020,Associate's Degree (Academic),Never Married,Farming / Fishing,Own-child,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
36,Private,165007,High School Graduate,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Private,83413,High School Graduate,Never Married,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
45,Private,103331,College,Married (Civilian Spouse),Other Service,Married,White,Male,15024,0,44,>50K,US & Canada,15024,1,Full_time
56,Private,142689,11th Grade,Divorced,Sales,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
36,Private,398575,College,Never Married,Technical Support,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,166301,Bachelor's Degree,Never Married,Technical Support,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,53703,Bachelor's Degree,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,274907,Associate's Degree (Academic),Never Married,Professional Specialty,Not-in-family,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
34,Private,226525,High School Graduate,Never Married,Farming / Fishing,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,81965,College,Divorced,Other Service,Unmarried,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
52,Private,111192,College,Married (Civilian Spouse),Machine Operator / Inspector,Married,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
20,Private,214238,11th Grade,Never Married,Sales,Other-relative,White,Female,0,0,32,<=50K,Latin America & Caribbean,0,0,Part_time
43,Private,115932,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
33,Private,173730,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
63,Private,123157,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
67,Private,220283,High School Graduate,Divorced,Sales,Not-in-family,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
24,Private,155066,Associate's Degree (Vocational),Never Married,Sales,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,244246,College,Never Married,Craft / Repair,Unmarried,White,Male,0,0,40,<=50K,Europe & Central Asia,0,0,Full_time
37,Private,112264,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
54,Private,200450,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
66,,128609,High School Graduate,Divorced,,Not-in-family,Black,Male,0,0,40,>50K,US & Canada,0,0,Full_time
57,Private,340591,High School Graduate,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
36,Local Government,43712,Associate's Degree (Vocational),Divorced,Executive / Managerial,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
41,Private,316820,Professional School,Divorced,Professional Specialty,Not-in-family,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
48,Private,44142,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
24,Private,311311,Bachelor's Degree,Never Married,Machine Operator / Inspector,Not-in-family,White,Male,0,0,65,<=50K,US & Canada,0,0,Overtime
66,,143417,Associate's Degree (Vocational),Married (Civilian Spouse),,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
29,Private,264166,College,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,60,<=50K,Latin America & Caribbean,0,0,Overtime
44,Private,112656,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
45,Private,123844,High School Graduate,Divorced,Other Service,Own-child,White,Female,0,0,60,<=50K,US & Canada,0,0,Overtime
27,Private,146760,College,Never Married,Other Service,Own-child,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Private,225516,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,Black,Male,0,0,40,>50K,US & Canada,0,0,Full_time
36,Private,114366,Associate's Degree (Academic),Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
32,State Government,199227,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
18,Private,299347,High School Graduate,Never Married,Other Service,Own-child,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
39,Private,74194,Associate's Degree (Vocational),Divorced,Craft / Repair,Not-in-family,White,Male,0,1721,45,<=50K,US & Canada,-1721,1,Full_time
25,Private,244408,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
26,Private,198289,12th Grade,Never Married,Farming / Fishing,Other-relative,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
63,State Government,89451,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
50,Local Government,149433,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
47,Private,236999,1st to 4th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
17,Private,34943,10th Grade,Never Married,Other Service,Own-child,White,Female,0,0,15,<=50K,US & Canada,0,0,Part_time
46,Self-Employed (Incorporated),40666,High School Graduate,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,15024,0,40,>50K,US & Canada,15024,1,Full_time
34,Private,329170,College,Never Married,Administrative / Clerical,Not-in-family,White,Female,6849,0,70,<=50K,US & Canada,6849,1,Overtime
26,Private,122999,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
48,Local Government,118972,10th Grade,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Private,205068,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,1977,60,>50K,US & Canada,-1977,1,Overtime
40,Private,195124,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
21,Private,143184,College,Never Married,Other Service,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
55,,90290,High School Graduate,Divorced,,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,175232,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
41,Private,319366,College,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,>50K,Latin America & Caribbean,0,0,Full_time
34,Private,61559,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
47,Private,247869,College,Separated,Transport / Moving,Unmarried,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
39,Private,204158,College,Married (Civilian Spouse),Sales,Married,White,Male,5178,0,60,>50K,US & Canada,5178,1,Overtime
36,Private,239755,Associate's Degree (Vocational),Never Married,Machine Operator / Inspector,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,198210,High School Graduate,Never Married,Technical Support,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Local Government,190961,High School Graduate,Separated,Administrative / Clerical,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
77,Private,171193,Associate's Degree (Vocational),Divorced,Sales,Not-in-family,White,Female,0,1668,30,<=50K,US & Canada,-1668,1,Part_time
27,Private,110073,Bachelor's Degree,Never Married,Technical Support,Not-in-family,White,Male,0,0,40,>50K,Europe & Central Asia,0,0,Full_time
19,Private,163885,High School Graduate,Never Married,Machine Operator / Inspector,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,99783,Associate's Degree (Vocational),Married (Civilian Spouse),Other Service,Married,White,Female,0,1902,40,<=50K,US & Canada,-1902,1,Full_time
18,Private,430930,11th Grade,Never Married,Private House Service,Own-child,White,Female,0,0,6,<=50K,US & Canada,0,0,Part_time
54,Private,200450,College,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
33,Private,226296,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,0,1672,50,<=50K,US & Canada,-1672,1,Overtime
45,Self-Employed (Incorporated),214690,College,Separated,Administrative / Clerical,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,181008,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,>50K,Europe & Central Asia,0,0,Overtime
26,Local Government,345779,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,43,<=50K,US & Canada,0,0,Full_time
26,Private,58350,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
41,Private,164647,High School Graduate,Divorced,Executive / Managerial,Not-in-family,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Private,142809,High School Graduate,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,105803,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
26,Private,195067,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,289964,College,Separated,Sales,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
26,Private,194813,College,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
43,Self-Employed (Incorporated),303211,High School Graduate,Never Married,Executive / Managerial,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
22,Private,37932,College,Never Married,Sales,Not-in-family,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
73,Self-Employed (Not Incorporated),268832,High School Graduate,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
33,Private,63925,5th to 6th Grade,Never Married,Machine Operator / Inspector,Not-in-family,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
25,Private,189897,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Private,635913,High School Graduate,"Married, Spouse Absent",Other Service,Not-in-family,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,,296228,College,Never Married,,Unmarried,Other,Female,0,0,42,<=50K,US & Canada,0,0,Full_time
42,Self-Employed (Not Incorporated),138162,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
54,Self-Employed (Not Incorporated),164757,Associate's Degree (Vocational),Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,16,<=50K,US & Canada,0,0,Part_time
33,Private,236013,Associate's Degree (Academic),Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,55,>50K,US & Canada,0,0,Overtime
79,Private,149912,Bachelor's Degree,Never Married,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
